id,nazov_piva,pivovar,mesto,kraj,hodnotenie,sezonnost,skupina_piv,styl,stupnovitost,alkohol_percento,horkost_IBU,pivovar_matched,pivovar_original,pivovar_id_1,pivovar_id_2
3750,Muflon Bad Flash Mikiny Ale,Bad Flash,Praha,Hlavní město Praha,5.5,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",13,5.5,Neuvedené,Bad Flash,Bad Flash,431,NULL
3751,Muflon Fruit Of The Hops,Pivovar Kunratice,Praha,Hlavní město Praha,6.5,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",15,6.5,45,Pivovar Kunratice,Pivovar Kunratice,489,NULL
3752,Muflon Na saních 13°,Pivovar Kunratice,Praha,Hlavní město Praha,5.5,vánoční,Neuvedené,"Rye IPA ( India Pale Ale , Ale )",13,5.400000095367432,43,Pivovar Kunratice,Pivovar Kunratice,489,NULL
3753,Muflon New England IPA,Pivovar Kunratice,Praha,Hlavní město Praha,6.800000190734863,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",15,7,Neuvedené,Pivovar Kunratice,Pivovar Kunratice,489,NULL
3754,Muflon Red Ale,Pivovar Kunratice,Praha,Hlavní město Praha,6,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",13,5.400000095367432,Neuvedené,Pivovar Kunratice,Pivovar Kunratice,489,NULL
3755,Muflon Special Stout,Pivovar Kunratice,Praha,Hlavní město Praha,8,"svatopatrické , zimní",Neuvedené,Dry Stout ( Stout ),13,6.5,Neuvedené,Pivovar Kunratice,Pivovar Kunratice,489,NULL
3756,Muflon Summer Ale,Pivovar Kunratice,Praha,Hlavní město Praha,7,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",10,4,Neuvedené,Pivovar Kunratice,Pivovar Kunratice,489,NULL
3757,Muflon světlý ležák 11°,Pivovar Kunratice,Praha,Hlavní město Praha,6.300000190734863,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Pivovar Kunratice,Pivovar Kunratice,489,NULL
3758,Muflon světlý ležák 12°  chmelený za studena,Pivovar Kunratice,Praha,Hlavní město Praha,5,Neuvedené,Neuvedené,světlý ležák,12,5,Neuvedené,Pivovar Kunratice,Pivovar Kunratice,489,NULL
3759,Muflon vídeňský polotmavý ležák 12°,Pivovar Kunratice,Praha,Hlavní město Praha,6.300000190734863,Neuvedené,Neuvedené,polotmavý ležák Vienna Lager,12,5,Neuvedené,Pivovar Kunratice,Pivovar Kunratice,489,NULL
3760,C.K. Cyklo Vídeňské výčepní,Svitavský pivovárek Na Kopečku,Svitavy,Pardubický kraj,4,Neuvedené,Neuvedené,polotmavé výčepní Vienna Lager,10,NULL,Neuvedené,Svitavský pivovárek Na Kopečku,Svitavský pivovárek Na Kopečku,364,NULL
3761,Irish Stout,Svitavský pivovárek Na Kopečku,Svitavy,Pardubický kraj,6.699999809265137,Neuvedené,Neuvedené,Foreign Extra Stout ( Stout ),15,6,Neuvedené,Svitavský pivovárek Na Kopečku,Svitavský pivovárek Na Kopečku,364,NULL
3762,karamelový ležák s lipovým medem,Svitavský pivovárek Na Kopečku,Svitavy,Pardubický kraj,6.800000190734863,Neuvedené,medové pivo ( ochucené pivo ),polotmavý ležák,11,NULL,Neuvedené,Svitavský pivovárek Na Kopečku,Svitavský pivovárek Na Kopečku,364,NULL
3763,kořeněná sváteční 14°,Svitavský pivovárek Na Kopečku,Svitavy,Pardubický kraj,5.5,vánoční,kořeněné pivo ( ochucené pivo ),světlý speciál,14,6,Neuvedené,Svitavský pivovárek Na Kopečku,Svitavský pivovárek Na Kopečku,364,NULL
3764,Mouřenín,Svitavský pivovárek Na Kopečku,Svitavy,Pardubický kraj,5.800000190734863,Neuvedené,Neuvedené,tmavý speciál,13,NULL,Neuvedené,Svitavský pivovárek Na Kopečku,Svitavský pivovárek Na Kopečku,364,NULL
3765,Red Hill,Svitavský pivovárek Na Kopečku,Svitavy,Pardubický kraj,4.5,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",13,5.5,27,Svitavský pivovárek Na Kopečku,Svitavský pivovárek Na Kopečku,364,NULL
3766,Soráč,Svitavský pivovárek Na Kopečku,Svitavy,Pardubický kraj,6,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",12,5.400000095367432,Neuvedené,Svitavský pivovárek Na Kopečku,Svitavský pivovárek Na Kopečku,364,NULL
3767,Škopeček,Svitavský pivovárek Na Kopečku,Svitavy,Pardubický kraj,6,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,12,5.199999809265137,Neuvedené,Svitavský pivovárek Na Kopečku,Svitavský pivovárek Na Kopečku,364,NULL
3768,Velikonoční kopřivový speciál,Svitavský pivovárek Na Kopečku,Svitavy,Pardubický kraj,6,velikonoční,"kopřivové pivo ( bylinné pivo , ochucené pivo )",světlý ležák,11,4.699999809265137,Neuvedené,Svitavský pivovárek Na Kopečku,Svitavský pivovárek Na Kopečku,364,NULL
3769,Cykloosma,Na Lochkově,Praha,Hlavní město Praha,4,Neuvedené,Neuvedené,světlé výčepní,8,3,Neuvedené,Na Lochkově,Na Lochkově,479,NULL
3770,pšeničný Weissen 11%,Na Lochkově,Praha,Hlavní město Praha,4.5,Neuvedené,Neuvedené,German Hefeweizen,11,NULL,Neuvedené,Na Lochkově,Na Lochkově,479,NULL
3771,světlý ležák Lochkovská 11%,Na Lochkově,Praha,Hlavní město Praha,6,Neuvedené,Neuvedené,světlý ležák,11,NULL,Neuvedené,Na Lochkově,Na Lochkově,479,NULL
3772,Brusinka,Na Rychtě,Ústí nad Labem,Ústecký kraj,3.799999952316284,Neuvedené,"brusinkové pivo ( ovocné pivo , ochucené pivo )",polotmavý ležák,12,4.800000190734863,Neuvedené,Na Rychtě,Na Rychtě,663,NULL
3773,Mazel,Na Rychtě,Ústí nad Labem,Ústecký kraj,3.799999952316284,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),12,5.199999809265137,Neuvedené,Na Rychtě,Na Rychtě,663,NULL
3774,Pivo Máye,Na Rychtě,Ústí nad Labem,Ústecký kraj,4.5,Neuvedené,medové pivo ( ochucené pivo ),světlý ležák,11,NULL,Neuvedené,Na Rychtě,Na Rychtě,663,NULL
3775,Rychtářka svrchně kvašená,Na Rychtě,Ústí nad Labem,Ústecký kraj,7,Neuvedené,Neuvedené,German Hefeweizen,11,4.400000095367432,Neuvedené,Na Rychtě,Na Rychtě,663,NULL
3776,Rychtovar,Na Rychtě,Ústí nad Labem,Ústecký kraj,4.5,Neuvedené,Neuvedené,světlý speciál,14,6,Neuvedené,Na Rychtě,Na Rychtě,663,NULL
3777,Ústecká Rychtářka spodně kvašená,Na Rychtě,Ústí nad Labem,Ústecký kraj,5.800000190734863,Neuvedené,Neuvedené,světlé pšeničné,11,4.400000095367432,Neuvedené,Na Rychtě,Na Rychtě,663,NULL
3778,Vojtěch,Na Rychtě,Ústí nad Labem,Ústecký kraj,5,Neuvedené,Neuvedené,polotmavý ležák,12,4.800000190734863,Neuvedené,Na Rychtě,Na Rychtě,663,NULL
3779,Nahoře bez,Mazák,Dolní Bojanovice,Jihomoravský kraj,7.5,Neuvedené,bezové pivo ( ochucené pivo ),German Hefeweizen,11,4.400000095367432,Neuvedené,Mazák,Mazák,68,NULL
3780,Belgian Dubbel,Nachmelená opice,Krnov,Moravskoslezský kraj,6.5,Neuvedené,Neuvedené,"Dubbel ( Belgian Strong Ale , Belgian Ale , Ale )",16,7.5,22,Nachmelená opice,Nachmelená opice,258,NULL
3781,Ich liebe dich,Nachmelená opice,Krnov,Moravskoslezský kraj,6,valentýnské,Neuvedené,India Pale Ale ( Ale ),16,6.800000190734863,60,Nachmelená opice,Nachmelená opice,258,NULL
3782,IPA 14%,Nachmelená opice,Krnov,Moravskoslezský kraj,7.800000190734863,Neuvedené,Neuvedené,India Pale Ale ( Ale ),14,6,50,Nachmelená opice,Nachmelená opice,258,NULL
3783,Ležák 11%,Nachmelená opice,Krnov,Moravskoslezský kraj,6.300000190734863,Neuvedené,Neuvedené,světlý ležák,11,4.5,28,Nachmelená opice,Nachmelená opice,258,NULL
3784,Mosaic & Sabro NEIPA 15%,Nachmelená opice,Krnov,Moravskoslezský kraj,7,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",15,6,25,Nachmelená opice,Nachmelená opice,258,NULL
3785,NZL Juicy APA,Nachmelená opice,Krnov,Moravskoslezský kraj,8.5,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale ) New England IPA ( India Pale Ale , Ale )",12,4.800000190734863,22,Nachmelená opice,Nachmelená opice,258,NULL
3786,One IPA,Nachmelená opice,Krnov,Moravskoslezský kraj,6.5,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",15,6.5,35,Nachmelená opice,Nachmelená opice,258,NULL
3787,Pastry kyseláč 15% rybíz malina vanilka,Nachmelená opice,Krnov,Moravskoslezský kraj,7,Neuvedené,"černorybízové pivo ( ovocné pivo , ochucené pivo ) malinové pivo ( ovocné pivo , ochucené pivo )",Pastry Sour ( Sour Ale ),15,4.800000190734863,12,Nachmelená opice,Nachmelená opice,258,NULL
3788,polotmavý ležák,Nachmelená opice,Krnov,Moravskoslezský kraj,5,Neuvedené,Neuvedené,polotmavý ležák,12,5,27,Nachmelená opice,Nachmelená opice,258,NULL
3789,Sabro Smash Ale 13%,Nachmelená opice,Krnov,Moravskoslezský kraj,6.300000190734863,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",13,5.599999904632568,55,Nachmelená opice,Nachmelená opice,258,NULL
3790,Session IPA,Nachmelená opice,Krnov,Moravskoslezský kraj,7.300000190734863,Neuvedené,Neuvedené,"Session IPA ( India Pale Ale , Ale )",11,4.699999809265137,40,Nachmelená opice,Nachmelená opice,258,NULL
3791,Single Hop APA 11% Mosaic,Nachmelená opice,Krnov,Moravskoslezský kraj,7.5,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",11,4.699999809265137,32,Nachmelená opice,Nachmelená opice,258,NULL
3792,Sun APA,Nachmelená opice,Krnov,Moravskoslezský kraj,6.900000095367432,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",12,5.199999809265137,34,Nachmelená opice,Nachmelená opice,258,NULL
3793,Nakuřovaný Albert,Veselský pivovárek,Brno,Jihomoravský kraj,8,domovarnictví,rašelinou nakuřované ( nakuřované pivo ),polotmavý ležák,12,NULL,Neuvedené,Veselský pivovárek,Veselský pivovárek,84,NULL
3794,C. A. C. Black IPA,Náměstkovo - létající oný,Červená Lhota,Vysočina,7,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",14,5.800000190734863,70,Náměstkovo - létající oný,Náměstkovo - létající oný,706,NULL
3795,Náměšťská Markytánka 12°,Náměšťský pivovar,Náměšť na Hané,Olomoucký kraj,2,Neuvedené,Neuvedené,světlý ležák světlé pšeničné,12,5,Neuvedené,Náměšťský pivovar,Náměšťský pivovar,314,NULL
3796,Kaprál 11°,Náměšťský pivovar,Náměšť na Hané,Olomoucký kraj,1.5,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Náměšťský pivovar,Náměšťský pivovar,314,NULL
3797,Maršál 12°,Náměšťský pivovar,Náměšť na Hané,Olomoucký kraj,1.5,Neuvedené,Neuvedené,světlý ležák,12,5,Neuvedené,Náměšťský pivovar,Náměšťský pivovar,314,NULL
3798,Verbíř 12°,Náměšťský pivovar,Náměšť na Hané,Olomoucký kraj,1.5,Neuvedené,Neuvedené,polotmavý ležák,12,5,Neuvedené,Náměšťský pivovar,Náměšťský pivovar,314,NULL
3799,Nealko světlé nealkoholické pivo,Primátor,Náchod,Královéhradecký kraj,2.5,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),NULL,0.5,Neuvedené,Primátor,Primátor,190,NULL
3800,11° Světlý ležák,Nedomlel / Dům várečný na Žižkově,Praha,Hlavní město Praha,6.300000190734863,Neuvedené,Neuvedené,světlý ležák,11,3.5999999046325684,Neuvedené,Nedomlel / Dům várečný na Žižkově,Nedomlel / Dům várečný na Žižkově,480,NULL
3801,Bezlepkový polotmavý ležák 11,Nedomlel / Dům várečný na Žižkově,Praha,Hlavní město Praha,5,Neuvedené,bezlepkové pivo,polotmavý ležák,11,3.5999999046325684,Neuvedené,Nedomlel / Dům várečný na Žižkově,Nedomlel / Dům várečný na Žižkově,480,NULL
3802,Iris 11,Nedomlel / Dům várečný na Žižkově,Praha,Hlavní město Praha,6.5,Neuvedené,Multi Hop,polotmavý ležák India Pale Lager,11,NULL,Neuvedené,Nedomlel / Dům várečný na Žižkově,Nedomlel / Dům várečný na Žižkově,480,NULL
3803,Světlý ležák bezlepkový Extra-Pale 11,Nedomlel / Dům várečný na Žižkově,Praha,Hlavní město Praha,5.5,Neuvedené,bezlepkové pivo,světlý ležák,11,NULL,Neuvedené,Nedomlel / Dům várečný na Žižkově,Nedomlel / Dům várečný na Žižkově,480,NULL
3804,Němý Medvěd Baribal polotmavý ležák,Podkováň,Dolní Cetno,Středočeský kraj,3,Neuvedené,Neuvedené,polotmavý ležák,12,NULL,Neuvedené,Podkováň,Podkováň,605,NULL
3805,Němý Medvěd Baribal polotmavý speciál,Podkováň,Dolní Cetno,Středočeský kraj,4.5,Neuvedené,Neuvedené,polotmavý speciál,13,5.800000190734863,Neuvedené,Podkováň,Podkováň,605,NULL
3806,Brtník,Němý Medvěd,Mělník,Středočeský kraj,5.300000190734863,Neuvedené,Neuvedené,světlý ležák,12,NULL,Neuvedené,Němý Medvěd,Němý Medvěd,591,NULL
3807,Buffalo Bill,Němý Medvěd,Mělník,Středočeský kraj,5.5,Neuvedené,single hop,India Pale Lager,14,6.199999809265137,Neuvedené,Němý Medvěd,Němý Medvěd,591,NULL
3808,Černý kňour,Němý Medvěd,Mělník,Středočeský kraj,6.5,Neuvedené,Neuvedené,tmavý speciál,13,5.5,Neuvedené,Němý Medvěd,Němý Medvěd,591,NULL
3809,Němý Medvěd Čmoud,Labuť,Litoměřice,Ústecký kraj,7.5,filipojakubské (pálení čarodějnic),nakuřované pivo,polotmavý ležák,11,NULL,Neuvedené,NULL,Labuť,658,NULL
3810,Vopičák,Němý Medvěd,Mělník,Středočeský kraj,5,Neuvedené,Neuvedené,světlé výčepní,10,NULL,Neuvedené,Němý Medvěd,Němý Medvěd,591,NULL
3811,z Vídně,Němý Medvěd,Mělník,Středočeský kraj,5.699999809265137,Neuvedené,Neuvedené,Vienna Lager světlý ležák,11,NULL,Neuvedené,Němý Medvěd,Němý Medvěd,591,NULL
3812,Zázvor 12%,Němý Medvěd,Mělník,Středočeský kraj,5.5,Neuvedené,zázvorové pivo ( ochucené pivo ),světlý ležák,12,NULL,Neuvedené,Němý Medvěd,Němý Medvěd,591,NULL
3813,Prorok 10,Neratov,Neratov,Královéhradecký kraj,6,Neuvedené,Neuvedené,světlé výčepní,10,4,Neuvedené,Neratov,Neratov,183,NULL
3814,A-Ale,Neumann,Mělnické Vtelno,Středočeský kraj,6.300000190734863,Neuvedené,Neuvedené,Amber Ale ( Ale ),14,6,Neuvedené,Neumann,Neumann,592,NULL
3815,Adolf,Neumann,Mělnické Vtelno,Středočeský kraj,4.300000190734863,Neuvedené,Neuvedené,světlý speciál,14,5.699999809265137,Neuvedené,Neumann,Neumann,592,NULL
3816,Ale Bitter,Neumann,Mělnické Vtelno,Středočeský kraj,6.5,velikonoční,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",NULL,5.300000190734863,Neuvedené,Neumann,Neumann,592,NULL
3817,Bivoj,Neumann,Mělnické Vtelno,Středočeský kraj,5,Neuvedené,Neuvedené,tmavý speciál,13,5.5,Neuvedené,Neumann,Neumann,592,NULL
3818,Brok,Neumann,Mělnické Vtelno,Středočeský kraj,3,Neuvedené,Neuvedené,Vienna Lager světlé výčepní,10,3.799999952316284,Neuvedené,Neumann,Neumann,592,NULL
3819,Julda 24°,Neumann,Mělnické Vtelno,Středočeský kraj,3.5,vánoční,Neuvedené,Doppelbock ( Bock ) polotmavý speciál,24,11,Neuvedené,Neumann,Neumann,592,NULL
3820,Karel,Neumann,Mělnické Vtelno,Středočeský kraj,5,Neuvedené,Neuvedené,German Hefeweizen,12,5,Neuvedené,Neumann,Neumann,592,NULL
3821,Kokořínský Pobuda,Neumann,Mělnické Vtelno,Středočeský kraj,6.5,Neuvedené,Neuvedené,Brown Ale ( Ale ),13,NULL,Neuvedené,Neumann,Neumann,592,NULL
3822,Summer Ale Eliška,Neumann,Mělnické Vtelno,Středočeský kraj,6,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",10,3.0999999046325684,Neuvedené,Neumann,Neumann,592,NULL
3823,Václav,Neumann,Mělnické Vtelno,Středočeský kraj,3.799999952316284,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Neumann,Neumann,592,NULL
3824,Císař 12,Ničitel,Velká Bystřice,Olomoucký kraj,4.5,Neuvedené,Neuvedené,polotmavý ležák Vienna Lager,12,NULL,Neuvedené,Ničitel,Ničitel,316,NULL
3825,Jeliman 10,Ničitel,Velká Bystřice,Olomoucký kraj,4.5,Neuvedené,Neuvedené,světlé výčepní,10,4,Neuvedené,Ničitel,Ničitel,316,NULL
3826,Lenoch 12,Ničitel,Velká Bystřice,Olomoucký kraj,5,Neuvedené,Neuvedené,světlý ležák,12,4.5,34,Ničitel,Ničitel,316,NULL
3827,Pecivál 11,Ničitel,Velká Bystřice,Olomoucký kraj,6,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Ničitel,Ničitel,316,NULL
3828,AAA Bravo,Nomád,Děčín,Ústecký kraj,6.800000190734863,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale ) American Brown Ale ( Brown Ale , Ale )",13,5.5,Neuvedené,Nomád,Nomád,664,NULL
3829,Adelaide,Nomád,Děčín,Ústecký kraj,3,Neuvedené,Neuvedené,polotmavý ležák,11,4.300000190734863,31,Nomád,Nomád,664,NULL
3830,AK-47 Kalašnikov,Nomád,Děčín,Ústecký kraj,7.300000190734863,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",11,4.5,47,Nomád,Nomád,664,NULL
3831,American Brown Ale,Nomád,Děčín,Ústecký kraj,7.5,Neuvedené,Neuvedené,"American Brown Ale ( Brown Ale , Ale )",13,5.199999809265137,Neuvedené,Nomád,Nomád,664,NULL
3832,Ave C. Triple IPA,Nomád,Děčín,Ústecký kraj,5,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",25,10,120,Nomád,Nomád,664,NULL
3833,Black Hawk,Nomád,Děčín,Ústecký kraj,8.800000190734863,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",17,6.800000190734863,Neuvedené,Nomád,Nomád,664,NULL
3834,Black Lady,Nomád,Děčín,Ústecký kraj,7,Neuvedené,Neuvedené,Dry Stout ( Stout ),12,NULL,Neuvedené,Nomád,Nomád,664,NULL
3835,Black Lady kávová,Nomád,Děčín,Ústecký kraj,6.5,Neuvedené,kávové pivo ( ochucené pivo ),Dry Stout ( Stout ),12,NULL,Neuvedené,Nomád,Nomád,664,NULL
3836,Bravo Single Hop Ale,Nomád,Děčín,Ústecký kraj,3,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",13,5.800000190734863,Neuvedené,Nomád,Nomád,664,NULL
3837,Céčka,Nomád,Děčín,Ústecký kraj,3,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",12,5,55,Nomád,Nomád,664,NULL
3838,Coffee Stout Colombia,Nomád,Děčín,Ústecký kraj,5,Neuvedené,kávové pivo ( ochucené pivo ),Dry Stout ( Stout ),11,4.199999809265137,45,Nomád,Nomád,664,NULL
3839,Coffee Stout Etiopie,Nomád,Děčín,Ústecký kraj,4,Neuvedené,kávové pivo ( ochucené pivo ),Dry Stout ( Stout ),11,4.199999809265137,45,Nomád,Nomád,664,NULL
3840,Coffee Stout Honduras,Nomád,Děčín,Ústecký kraj,5,Neuvedené,kávové pivo ( ochucené pivo ),Dry Stout ( Stout ),11,4.199999809265137,45,Nomád,Nomád,664,NULL
3841,Czech IPA ×1,Nomád,Děčín,Ústecký kraj,9,jednorázová várka,Neuvedené,India Pale Ale ( Ale ),15,6.699999809265137,Neuvedené,Nomád,Nomád,664,NULL
3842,Czech IPA ×2,Nomád,Děčín,Ústecký kraj,8.5,Neuvedené,Neuvedené,India Pale Ale ( Ale ),15,6.699999809265137,Neuvedené,Nomád,Nomád,664,NULL
3843,Czech IPA ×3,Nomád,Děčín,Ústecký kraj,8.5,jednorázová várka,Neuvedené,India Pale Ale ( Ale ),15,6.699999809265137,Neuvedené,Nomád,Nomád,664,NULL
3844,Czech IPA ×4,Nomád,Děčín,Ústecký kraj,8.5,jednorázová várka,Neuvedené,India Pale Ale ( Ale ),15,6.699999809265137,Neuvedené,Nomád,Nomád,664,NULL
3845,Černá kráska,Nomád,Děčín,Ústecký kraj,5.5,Neuvedené,Neuvedené,Dry Stout ( Stout ),11,4.199999809265137,45,Nomád,Nomád,664,NULL
3846,Černá vdova,Nomád,Děčín,Ústecký kraj,8.300000190734863,Neuvedené,nakuřované pivo,Ale,14,5.730000019073486,34,Nomád,Nomád,664,NULL
3847,DC Ale,Nomád,Děčín,Ústecký kraj,4.800000190734863,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",11,4.599999904632568,Neuvedené,Nomád,Nomád,664,NULL
3848,Děčíňák,Nomád,Děčín,Ústecký kraj,6.5,Neuvedené,Neuvedené,světlý ležák,11,4.599999904632568,36,Nomád,Nomád,664,NULL
3849,Dingo Aussie IPA,Nomád,Děčín,Ústecký kraj,5,Neuvedené,Neuvedené,India Pale Ale ( Ale ),13,6.300000190734863,90,Nomád,Nomád,664,NULL
3850,Dobrá sezóna,Nomád,Děčín,Ústecký kraj,6,Neuvedené,Neuvedené,Belgian Saison ( Saison ),12,5,40,Nomád,Nomád,664,NULL
3851,Dvojka Cascade / Columbus,Nomád,Děčín,Ústecký kraj,2,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",NULL,2.299999952316284,Neuvedené,Nomád,Nomád,664,NULL
3852,Dvojka Endeavour / Ekuanot,Nomád,Děčín,Ústecký kraj,2.5,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",NULL,2.299999952316284,33,Nomád,Nomád,664,NULL
3853,Easy Rider,Nomád,Děčín,Ústecký kraj,7.800000190734863,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",12,4.800000190734863,Neuvedené,Nomád,Nomád,664,NULL
3854,Emo Emu,Nomád,Děčín,Ústecký kraj,6,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",15,6,60,Nomád,Nomád,664,NULL
3855,Gentleman,Nomád,Děčín,Ústecký kraj,6.300000190734863,Neuvedené,Neuvedené,Pale Ale ( Ale ),11,5,30,Nomád,Nomád,664,NULL
3856,Golden Gate,Nomád,Děčín,Ústecký kraj,5,Neuvedené,Neuvedené,California Common / Steam Beer,13,5.5,40,Nomád,Nomád,664,NULL
3857,Grodziskie,Nomád,Děčín,Ústecký kraj,8.5,jednorázová várka,Neuvedené,Grodziskie světlé pšeničné,11,NULL,Neuvedené,Nomád,Nomád,664,NULL
3858,Hops 13,Nomád,Děčín,Ústecký kraj,7.800000190734863,Neuvedené,Multi Hop,"American Pale Ale ( Pale Ale , Ale )",13,NULL,68,Nomád,Nomád,664,NULL
3859,I Have a Dream,Nomád,Děčín,Ústecký kraj,4.5,Neuvedené,Neuvedené,Russian Imperial Stout ( Stout ),21,8,70,Nomád,Nomád,664,NULL
3860,IPA 2,Nomád,Děčín,Ústecký kraj,8.5,Neuvedené,Neuvedené,India Pale Ale ( Ale ),14,NULL,Neuvedené,Nomád,Nomád,664,NULL
3861,Kapitán světlý ležák 12°,Nomád,Děčín,Ústecký kraj,6,Neuvedené,Neuvedené,světlý ležák,12,NULL,Neuvedené,Nomád,Nomád,664,NULL
3862,Karel,Nomád,Děčín,Ústecký kraj,7.599999904632568,Neuvedené,Neuvedené,India Pale Ale ( Ale ),16,7.599999904632568,78,Nomád,Nomád,664,NULL
3863,Kiss Saison,Nomád,Děčín,Ústecký kraj,6.5,Neuvedené,Neuvedené,American Saison ( Saison ),12,NULL,Neuvedené,Nomád,Nomád,664,NULL
3864,Koloběžka,Nomád,Děčín,Ústecký kraj,4.5,Neuvedené,Neuvedené,nealko Ale ( nealkoholické pivo ),7,0.5,20,Nomád,Nomád,664,NULL
